band_num,date_resighted,original_location_description,general_location,exact_location,status,comments
896-75276,1995-07-19,Pd4857,NWA,unknown,12Ia's,"""@0930"""
896-75276,1995-07-20,Pd4857,NWA,unknown,10Ib's,"""@0830"""
896-75276,1995-07-21,Pd4857,NWA,unknown,10Ib's,"""@?"""
896-75276,1995-07-24,Pd4857,NWA,unknown,9Ib's,"""@1151"""
896-75276,1995-07-25,Pd20,NWA,pond 20,alone,"""@1501"""
896-75276,1995-07-28,Pd4857,NWA,unknown,12Ic's,"""@0942"""
896-75276,1995-08-01,Pd4857,NWA,unknown,12Ic's,"""@1603"""
896-75276,1995-08-03,Pd4857,NWA,unknown,12Ic's,"""@1037"""
896-75276,1995-08-06,Pd4857,NWA,unknown,12IIa's,"""@1614; 1 year"""
896-75276,1995-08-23,Pd4857,NWA,unknown,12IIc's,"""@1345"""
896-75276,1995-08-28,Pd4857,NWA,unknown,12II's,"""@1440"""
896-75276,1996-05-04,Pd4857,NWA,unknown,PR,"""@830"""
896-75276,1996-05-07,Pd4857,NWA,unknown,PR,"""@1140"""
896-75276,1996-05-09,Pd20,NWA,pond 20,PR,"""@0930"""
896-75276,1996-05-10,N25,NWA,unknown,PR,"""@1200"""
896-75276,1996-05-14,Pd4857,NWA,unknown,PR,"""@1455"""
896-75276,1996-05-15,Pd66,NWA,pond 66,PR,"""@1848"""
896-75276,1996-05-15,Pd20,NWA,pond 20,PR,"""@1640"""
896-75276,1996-05-21,Pd20,NWA,pond 20,PR,"""@1352"""
896-75276,1996-06-10,Pd20,NWA,pond 20,PR,"""@1617"""
896-75276,1996-06-28,Pd20,NWA,pond 20,PR,"""@1513"""
896-75276,1996-06-30,Pd20,NWA,pond 20,PR,"""@1942"""
896-75276,1996-07-09,Pd20,NWA,pond 20,PR,"""@1700"""
896-75276,1996-08-04,Pd26,NWA,pond 26,8IA's,"""@1400"""
896-75276,1996-08-21,Pd26,NWA,pond 26,8IIA's,"""@1100"" "
896-75298,1995-01-09,Lvg Pd SSW 8m. Denis,NWA,unknown,alone,"""@1754"""
896-75298,1998-07-20,6136,NWA,unknown,with 3 females,"""not sure!"";  location type not specified "
896-75303,1995-07-25,Pd90B,NWA,pond 90,with 2 females,"""@1155""; 1 year"
896-75303,1995-07-29,Pd90A,NWA,pond 90,8Ia's,"""@1127"""
896-75303,1995-07-31,Pd90B,NWA,pond 90,12IA (also N. tag female),"""@1716 (wt tri or sq also seen)"""
896-75303,1996-06-19,Pd6642,NWA,unknown,PR,"""@1145"""
896-75303,1996-07-14,Pd5358,NWA,unknown,PR,"""@1612"""
896-75303,1996-07-23,Pd906,NWA,unknown,with 7Ia ,"""@0925"""
896-75303,1996-07-30,Pd6136 Bouisier's Pd,NWA,unknown,with 7Ib,"""@1405"""
896-75352,1996-05-30,Pd35,NWA,pond 35,PR,"""@11:30"""
896-75369,1996-07-14,Pd6954,NWA,unknown,w 2Ia,"""@1045"""
896-75369,1996-07-29,Pd6954,NWA,unknown,w 2IIa,"""@1129"""
896-75369,1996-08-09,Pd6954,NWA,unknown,w 2IIa,"""@1145"""
896-75369,1997-04-25,E of 94,NWA,unknown,PR,"""@AM"""
896-75369,1997-04-25,E of 94,NWA,unknown,PR,"""@0930"""
896-75371,1996-07-15,Pd67,NWA,pond 67,w3Ia,"""@1550; 5. year old"""
896-75371,1996-07-18,Pd67,NWA,pond 67,w3Ia,"""@1740"""
896-75371,1996-07-23,Pd67,NWA,pond 67,w3Ib,"""@1425"""
896-75371,1997-06-17,Pd65,NWA,pond 65,PR,"""@1717"""
896-75371,1997-06-23,Pd79E,NWA,pond 79,PR,"""@1222"""
896-75371,1997-06-27,Pd79E,NWA,pond 79,PR,"""@1123"""
896-75371,1997-06-28,Pd79E,NWA,pond 79,PR,"""@1500"""
896-75371,1997-07-23,Pd5338,NWA,unknown,PR,"""@0845"""
896-75372,1996-07-14,Pd1E,NWA,pond 1,PR,"""@1430"""
896-75372,1997-05-09,71,NWA,unknown,PR,"""@am""; Location type not specified"
896-75372,1997-05-09,65,NWA,unknown,PR,"""@am"";Location type not specified"
896-75372,1997-06-17,Pd1,NWA,pond 1,PR,"""@1130"""
896-75372,1997-06-22,Pd1,NWA,pond 1,PR,"""@1015"""
896-75372,1997-06-21,Pd1,NWA,pond 1,PR,"""@0945"""
896-75372,1997-07-19,Pd1,NWA,pond 1,w21Ib; 1 N/t female,"""@0949"""
896-75372,1997-09-08,Pd1,NWA,pond 1,w48LESC,"""@1630"""
896-75372,1997-08-07,Pd1,NWA,pond 1,w50-51 IIa-IIb; whoval LBoual; BROWHtriangle; 2 female N/t,N/A
896-75372,1997-08-11,Pd1,NWA,pond 1,26 Ic's; female N/t,N/A
896-75372,1997-07-23,Pd1,NWA,pond 1,w28Ia-b; 3 female N/t,"""@0750"""
896-75372,1997-08-20,Pd1,NWA,pond 1,w51 IIa-b; 1 other female N/t,"""@1050"""
896-75372,1998-04-27,Pd1,NWA,pond 1,w5 males,"""@1050"""
896-75374,1996-07-24,Skomar's Pd,NWA,unknown,w6Ia,"""@1830"""
896-75374,1996-07-28,Skomar's Pd,NWA,unknown,w6Ic,"""@1724"""
896-75375,1996-07-18,Pd67,NWA,pond 67,w8Ia,"""@1740"""
896-75375,1996-08-09,Pd125s,NWA,pond 125,10IIa; 1IIc,"""@1631"""
896-75375,1996-08-13,Pd125s,NWA,pond 125,w10IIa-1Ic,"""@1631"""
896-75375,1997-06-15,Pd125N,NWA,pond 125,PR,"""@1140"""
896-75375,1997-06-02,Pd125N,NWA,pond 125,PR,"""@0835"""
896-75376,1996-08-22,Pd67,NWA,pond 67,w 6III,"""@ approx 0830"""
896-75376,1996-08-18,Pd1,NWA,pond 1,w20IIb,"""@ 131"""
896-75376,1997-05-01,Pd1,NWA,pond 1,PR,"""@1555"""
896-75376,1997-05-29,Pd20,NWA,pond 20,PR,"""@1821"""
896-75376,1997-06-06,Pd67,NWA,pond 67,PR,"""@1644"""
896-75376,1997-06-29,N341,NWA,unknown,100% I.D.,"""@1324"""
896-75376,1997-07-31,Pd4717,NWA,unknown,flocked up,"""@1215"""
896-75376,1997-07-26,"2 pds N of 2943; 1/2 mi N, 1/4 mi 4 of Arthur's House",NWA,unknown,flocked up!,"""@1433"""
896-75376,1998-05-19,Pd1N,NWA,pond 1,PR,"""@1310"""
896-75376,1998-06-15,Pd1W,NWA,pond 1,PR,"""@1640"""
896-75376,1998-06-15,Pd1W,NWA,pond 1,PR,"""@1650"""
896-75376,1999-06-11,Pd50,NWA,pond 50,PR,"""@0826"""
896-75376,2000-05-12,Pd6951,NWA,unknown,PR,"""VG"""
896-75377,1996-07-23,Pd67,NWA,pond 67,10Ia,"""@1425"""
896-75377,1996-08-21,Pd26,NWA,pond 26,9IIB,"""@1100"" "
896-75377,1997-06-06,Pd67,NWA,pond 67,PR,"""@1637"""
896-75377,1997-06-10,Pd67,NWA,pond 67,PR,"""@1755"""
896-75377,1997-06-17,Pd67,NWA,pond 67,PR,"""@1413"""
896-75377,1997-07-28,Pd67,NWA,pond 67,w4Ia,"""@1154"""
896-75377,1997-08-04,Pd67,NWA,pond 67,w4Ia-c,"""@1350"""
896-75377,1997-08-11,Pd67,NWA,pond 67,w4Ib-c,"""@1110"""
896-75377,1997-08-23,Pd6136,NWA,unknown,alone,"""w flock of adults"" "
896-75436,1998-07-10,N407,NWA,unknown,9 eggs,"""@1435"""
896-75436,1998-08-04,N407,NWA,unknown,Depred.,"""crow primary lying in bowl"""
896-75439,1999-05-20,Pd1E,NWA,pond 1,PR,"""@0938"""
896-75439,1999-06-03,Pd125N,NWA,pond 125,PR,"""@0841"""
896-75439,1999-06-08,Pd20,NWA,pond 20,PR,"""@0830"""
896-75439,1999-06-11,125,NWA,unknown,PR,Location type not specified
896-75439,1999-07-12,Pd125,NWA,pond 125,PR,"""@1554 100%"""
896-75439,2000-05-02,Pd1E,NWA,pond 1,PR,"""@1630 fair"""
896-75439,2000-05-02,Pd1,NWA,pond 1,PR,"""@1750 poor"""
896-75439,2000-05-08,Pd1,NWA,pond 1,PR,"""@1448 good"""
896-75439,2000-05-13,Pd1E,NWA,pond 1,PR,"""@1427 good"""
896-75439,2000-05-17,Pd1W,NWA,pond 1,PR,"""@2034 VG"""
896-75439,2000-05-19,Pd1W,NWA,pond 1,PR,"""@0953 VG"""
896-75439,2000-05-24,Pd1W,NWA,pond 1,PR,"""@0829 Exc"""
896-75439,2000-05-26,Pd125,NWA,pond 125,PR,"""@0950 good"""
896-75439,2000-06-07,Pd125,NWA,pond 125,PR,"""@1015 excellent"""
896-75439,2000-07-10,Pd125,NWA,pond 125,PR,"""@1230 excellent"""
896-75439,2000-07-27,Pd1,NWA,pond 1,PR,"""@0855"""
896-75442,1999-05-12,90,NWA,unknown,PR,Location type not specified
896-75442,1999-05-20,90,NWA,unknown,PR,"""@0943""; Location type not specified"
896-75442,1999-05-27,6136,NWA,unknown,PR,"""@0730; (Br wal?)""; Location type not specified"
896-75456,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""IIc; @1000"""
896-75456,1998-09-10,Pd1,NWA,pond 1,w 79 other LESC,"""@1025"""
896-75456,1998-09-11,Pd1,NWA,pond 1,w 75 other LESC,"""@am"""
896-75456,1999-06-11,Pd1W,NWA,pond 1,PR,"""v.g."""
896-75456,1999-07-12,Pd125N,NWA,pond 125,female,"""100% @ 1604"""
896-75456,2000-05-04,Pd1E,NWA,pond 1,PR,"""@0917; fair"""
896-75456,2000-05-12,Pd125,NWA,pond 125,PR,"""@0951 100%"""
896-75456,2000-05-17,Pd1W,NWA,pond 1,PR,"""@1245 G"""
896-75456,2000-05-26,Pd125c,NWA,pond 125,PR,"""@0956 excellent"""
896-75456,2000-06-07,Pd125,NWA,pond 125,PR,"""@0948 v good"""
896-75456,2000-06-19,1E,NWA,unknown,PR,"""@0830 good""; Location type not specified "
896-75456,2000-07-09,Pd1NE,NWA,pond 1,PR,"""@1430 100%"""
896-75456,2000-07-11,Pd125S,NWA,pond 125,PR,"""exc @1230"""
896-75456,2000-07-23,Pd1,NWA,pond 1,alone,"""@1545 exc"""
896-75456,2000-07-27,Pd1,NWA,pond 1,alone ,"""@0835"""
896-75456,2000-07-21,Pd1,NWA,pond 1,alone female,"""@0845 vg"""
896-75456,2001-10-26,Minnesota,outside area,unknown,shot,"""7x to 3 June in 2001"""
896-75461,2000-04-26,IE,NWA,unknown,PR,"""@0130; fair, v.good; LBoval WToval""; Location type not specified"
896-75461,2000-05-12,IE,NWA,unknown,PR,"""@1412; vg""; Location type not specified"
896-75464,1998-09-10,Pd20,NWA,pond 20,alone,"""III @1015"""
896-75465,1998-09-10,Pd1,NWA,pond 1,w 79 other LESC,"""@1025"""
896-75465,1998-09-11,Pd1,NWA,pond 1,w 75 other LESC,"""@am"""
896-75468,1998-09-10,Pd67,NWA,pond 67,w 6 other LESC,"""III @1020"""
896-75472,1999-05-17,Pd1,NWA,pond 1,Paired,"""v.g."""
1016-61383,1998-09-14,Pd1,NWA,pond 1,Brood drive,"""(nasal tagged that day!)"""
1016-61389,1998-09-14,Pd1,NWA,pond 1,Brood drive ,"""(nasal tagged that day!)"""
1016-61392,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""IIc @1000"""
1016-61392,1998-09-10,Pd1,NWA,pond 1,w 79 other LESC,"""@0250"""
1016-61392,1998-09-11,Pd1,NWA,pond 1,w 75 other LESC,"""@AM"""
1016-61392,1999-05-19,Pd1,NWA,pond 1,Pr,"""v.g.; @0840"""
1016-61392,1999-05-20,Pd97,NWA,pond 97,Pr,"""@0938"""
1016-61392,1999-05-27,1W,NWA,unknown,Pr,"Location type not specified; ""@1133"""
1016-61392,1999-06-11,1E,NWA,unknown,Pr,"Location type not specified; ""v.g."""
1016-61392,1999-06-23,Pd1SE,NWA,pond 1,Pr,"""@0820"""
1016-61392,1999-07-04,Pd1E,NWA,pond 1,Pr,"""@1623"""
1016-61392,1999-06-25,Pd1E,NWA,pond 1,Pr,"""@0930; v. good"""
1016-61392,1999-07-12,Pd1,NWA,pond 1,Pr,"""100%"""
1016-61392,1999-06-27,Pd1,NWA,pond 1,Pr,"""fair; @0855"""
1016-61392,2000-05-04,Pd1E,NWA,pond 1,Pr,"""@0920; good"""
1016-61392,2000-05-12,Pd1E,NWA,pond 1,Pr,"""@1405; vg"""
1016-61392,2000-06-13,Pd1E,NWA,pond 1,Pr,"""@1055; exc"""
1016-61395,1998-09-14,Pd1,NWA,pond 1,Brood Drive,"""(nasal tagged that day!)"""
1016-72101,1999-05-17,Pd1,NWA,pond 1,Pr,"""v.g."""
1016-72101,1999-05-19,Pd1,NWA,pond 1,Pr,"""v.g. @0840"""
1016-72101,1999-05-19,Pd1,NWA,pond 1,Pr,"""@0835"""
1016-72101,1999-05-20,Pd1E,NWA,pond 1,Pr,"""@0938"""
1016-72101,1999-06-02,Pd125N,NWA,pond 125,Pr,"""@0830"""
1016-72101,1999-06-11,Pd1E,NWA,pond 1,Pr,"""v.g."""
1016-72013,1998-09-02,Pd1,NWA,pond 1,w 89 LESC,"""IIc @1000"""
1016-72013,1998-09-10,Pd1,NWA,pond 1,w 79 other LESC,"""@1025"""
1016-72013,1998-09-11,Pd1,NWA,pond 1,w 25 other LESC,"""@AM"""
1016-72014,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""III @1000"""
1016-72014,1998-09-10,Pd125N,NWA,pond 125,w 5 other LESC (2 tag),"""HY; @1148"""
1016-72016,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""III @1000"""
1016-72016,2000-05-12,Pd1E,NWA,pond 1,Pr,"""@1410; VG"""
1016-72018,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""III @1000"""
1016-72018,1998-09-10,Pd125N,NWA,pond 125,w 5 other LESC (2 tag),"""Hy; @1148"""
1016-72020,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""IIc @1000"""
1016-72020,1998-09-10,Pd1,NWA,pond 1,w 79 other LESC,"""IIc? @1025"""
1016-72020,1998-09-11,Pd1,NWA,pond 1,w 75 other LESC,"""am"""
1016-72020,1999-05-12,Pd6954,NWA,unknown,Pr,"""@1041"""
1016-72020,1999-05-17,Pd1,NWA,pond 1,Pr,"""vg?"""
1016-72020,1999-07-04,Pd1E,NWA,pond 1,Pr,"""@1626"""
1016-72026,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""IIc @1000"""
1016-72026,1998-09-10,Pd1,NWA,pond 1,w 79 other LESC,"""@1025"""
1016-72026,1998-09-11,Pd1,NWA,pond 1,w 75 other LESC,"""@am"""
1016-72026,2000-04-27,Pd125,NWA,pond 125,Pr,"""@1042 fair"""
1016-72026,2000-05-02,Pd125N,NWA,pond 125,Pr,"""@1700 v.g."""
1016-72026,2000-05-04,Pd1W,NWA,pond 1,Pr,"""@0835 good"""
1016-72026,2000-05-08,Pd1W,NWA,pond 1,Pr,"""@1455 good"""
1016-72026,2000-05-12,Pd1E,NWA,pond 1,Pr,"""@1400 vergy good"""
1016-72026,2000-05-19,Pd1S,NWA,pond 1,Pr,"""@0957 exc"""
1016-72026,2000-05-24,Pd125,NWA,pond 125,Pr,"""@1005 fair"""
1016-72026,2000-05-26,Pd125,NWA,pond 125,Pr,"""@0953 good"""
1016-72026,2000-06-23,Pd1W,NWA,pond 1,Pr,"""@1245 vg"""
1016-72026,2000-07-09,Pd1NE,NWA,pond 1,Pr,"""100%"""
1016-72026,2000-07-14,Pd1W,NWA,pond 1,Pr,"""@0828"""
1016-72026,2000-07-27,Pd1,NWA,pond 1,alone,"""@0828"""
1016-72031,1998-09-02,Pd1,NWA,pond 1,w 89 other LESC,"""III @1000"""
1016-72031,1998-09-10,Pd125N,NWA,pond 125,w 7 other LESC (2 tags),"""HY @1148"""
1016-91398,1998-09-10,Pd1,NWA,pond 1,w 79 other LESC,"""@1025"""
1016-91398,1998-09-11,Pd1,NWA,pond 1,w 75 other LESC,"""@AM"""
1016-91398,1999-05-18,Pd1,NWA,pond 1,Pr,"""@1355 VG"""
1016-91398,2000-05-04,Pd90,NWA,pond 90,Pr,"""@0803"""
1016-91398,2000-05-12,Pd1N,NWA,pond 1,Pr,"""@0830 vg"""
1016-91398,2000-05-31,Pd1W,NWA,pond 1,Pr,"""@12003 vg g"""
1016-91398,2000-06-07,Pd71,NWA,pond 71,Pr,"""vg"""
1016-91398,2000-07-11,Pd125,NWA,pond 125,Pr,"""@1230 excellent"""
1016-91398,2000-07-23,Pd1,NWA,pond 1,alone,"""@1545 exc"""
1016-91398,2000-07-27,Pd1,NWA,pond 1,alone,"""@0835"""
1056-37108,1999-07-12,Pd1,NWA,pond 1,female,"""@1035"""
1056-37108,1999-07-23,Pd1E,NWA,pond 1,female,"""@0949"""
1056-37113,2000-05-24,Pd125s,NWA,pond 125,Pr,"""Exc @1015"""
1056-37113,2000-05-26,Pd125s,NWA,pond 125,Pr,"""@0945 excellent"""
1056-37113,2000-06-01,Pd1W,NWA,pond 1,Pr,"""@1256 Exc"""
1056-37113,2000-06-01,Pd125N,NWA,pond 125,Pr,"""@1140 Exc"""
1056-37113,2000-06-07,Pd67,NWA,pond 67,Pr,"""V.G."""
1056-37113,2000-06-22,Pd5338,NWA,unknown,Pr,"""excellent"""
1056-37113,2000-06-26,Pd65,NWA,pond 65,Pr,"""@1535 100%"""
1056-37113,2000-06-29,Pd65,NWA,pond 65,Pr,"""@1310 exc"""
1056-37116,2000-05-02,Pd1E,NWA,pond 1,Pr,"""@1535 good"""
1056-37116,2000-05-04,125,NWA,unknown,Pr,"""fair""; Location type not specified"
1056-37116,2000-05-12,Pd67,NWA,pond 67,Pr,"""good @0945"""
1056-37116,2000-06-21,Pd1,NWA,pond 1,Pr,"""VG @1430"""
1056-37116,2000-06-25,Pd26,NWA,pond 26,Pr,"""@1108 VG"""
1056-37116,2000-07-11,Pd125,NWA,pond 125,Pr,"""@1230 excellent"""
1056-37116,2000-07-14,Pd1W,NWA,pond 1,Pr,"""@0825 v.g."""
1056-37124,1999-07-21,Pd1,NWA,pond 1,w 16IA's,"""@0820"""
1056-37124,1999-07-23,Pd1,NWA,pond 1,w 17Ia's and b's,"""@0949"""
1056-37124,1999-08-17,Pd1,NWA,pond 1,w 17 IB's,"""@1527"""
1056-37124,1999-08-20,Pd1,NWA,pond 1,w 16,"""@0930"""
1056-37124,2000-04-26,1W,NWA,unknown,Pr,"""@1227 good""; location not specified"
1056-37124,2000-05-12,6136,NWA,unknown,Pr,"""@0700; VG""; location not specified"
1056-37124,2000-05-24,1W,NWA,unknown,Pr,"""@0803;G"" location not specified"
1056-37124,2000-06-01,1W,NWA,unknown,Pr,"""@1236 G;"" location not specified"
1056-37124,2000-05-31,1NW,NWA,unknown,Pr,"""@0904 VG;"" location not specified"
1056-37124,2000-06-14,Pd1N,NWA,pond 1,Pr,"""@1116"""
1056-37124,2000-06-19,Pd1W,NWA,pond 1,Pr,"""@0900; good"""
1056-37124,2000-07-07,Pd1N,NWA,pond 1,Pr,"""@1240; exc"""
1056-37124,2000-07-14,Pd1W,NWA,pond 1,Pr,"""@0825"""
1056-37124,2000-07-23,Pd1,NWA,pond 1,lone female,"""@1545; 100%"""
1056-37124,2000-07-21,Pd1W,NWA,pond 1,lone female,"""@0830; v.g."" "
1056-37126,1999-08-09,Pd90,NWA,pond 90,w 17Ib's,"""@0921"""
1056-37126,1999-08-12,Pd90,NWA,pond 90,w 4Ic's,"""@1541"""
1056-37126,1999-08-20,Pd90,NWA,pond 90,w 4Ic's,"""@0958"""
1056-37126,2000-05-04,Pd1W,NWA,pond 1,Pr,"""@0880; good"""
1056-37126,2000-05-08,Pd1W,NWA,pond 1,Pr,"""v good; @1500"""
1056-37126,2000-05-12,Pd1W,NWA,pond 1,Pr,"""vg @1332"""
1056-37126,2000-05-12,Pd125,NWA,pond 125,Pr,"""100%@1012"""
1056-37126,2000-05-13,Pd1E,NWA,pond 1,Pr,"""VG @1421"""
1056-37126,2000-05-17,Pd1W,NWA,pond 1,Pr,"""VG @2038"""
1056-37126,2000-06-01,Pd1W,NWA,pond 1,Pr,"""Exc @1250"""
1056-37126,2000-06-07,Pd1W,NWA,pond 1,Pr,"""@0722"""
1056-37126,2000-06-14,Pd6136,NWA,unknown,Pr,"""@1035; v. good; good"""
1056-37138,2000-05-12,Pd1,NWA,pond 1,Pr,"""@1332 vg"""
1056-37138,2000-05-13,Pd1W,NWA,pond 1,Pr,"""@1525 g"""
1056-37138,2000-05-17,Pd1W,NWA,pond 1,Pr,"""@1304 g"""
1056-37138,2000-05-19,Pd1NW,NWA,pond 1,Pr,"""@1006 vg"""
1056-37138,2000-05-18,Pd1W,NWA,pond 1,Pr,"""good VG"""
1056-37138,2000-05-24,Pd1125,NWA,unknown,Pr,"""good @1000"""
1056-37138,2000-05-26,Pd1E,NWA,pond 1,Pr,"""good; @1102"""
1056-37138,2000-06-01,Pd1W,NWA,pond 1,Pr,"""exc @1231"""
1056-37138,2000-06-21,Pd1,NWA,pond 1,Pr,"""vg @1420"""
1056-37138,2000-06-24,Pd1W,NWA,pond 1,Pr,"""@1120 VG"""
1056-37157,2000-07-05,N175,NWA,unknown,11 eggs; 0-1 days inc.,"""This combo has been used twice"" "
1056-37157,2000-07-14,Pd1W,NWA,pond 1,Pr,"""very good @0825; this combo has been used twice"""
876-04951,1988-05-05,NE of hose,NWA,unknown,paired,"""first permanent wetland, northeast corner of west block"""
876-04951,1989-05-25,p20,NWA,pond 20,paired,"""yellow CB"""
876-04952,1987-06-15,n73(successful),NWA,unknown,nesting,was bundled together
876-04952,1987-06-17,n73(successful),NWA,unknown,nesting,was bundled together
876-04952,1987-06-20,n73(successful),NWA,unknown,nesting,was bundled together
876-04967,1987-07-01,n131,NWA,unknown,nest hatched,"""6 ducklings web-tagged (cws 1511 to cws 1516 inclusive)"""
876-04967,1987-07-02,S fence of W block SE 56,NWA,unknown,w 6 class Ia's,"""through fence; crossing to south side of road"""
876-04970,1990-06-27,p25,NWA,pond 25,9 IA's,"the A was capital, not a typo"
876-04973,1986-07-16,p50,NWA,pond 50,g,"""wt. 100g."""
876-04973,1987-07-15,n119,NWA,unknown,nest hatching,"""4 ducklings cracked from eggs and weeb-tagged (cws 1592 to 1595 inclusive)"
876-04984,1990-05-08,p1 E,NWA,pond 1,pair,"""white CB"""
876-04984,1994-06-21,p5056,NWA,unknown,paired,"""@1759 hrs - in peafield NE of pd"""
876-04988,1990-05-26,p65 S,NWA,pond 65,paired,"""white LB"""
876-04988,1990-07-04,p65 ,NWA,pond 65,4 IB's,B seemed capitalized
876-04988,1992-06-30,p79 E,NWA,pond 79,LO22 IA's - 10 maybe BWT?,hard to understand the status
876-04988,1992-06-24,n16A,NWA,unknown,alone,"""was tagged amklings 24/6/92"" did not understand writing "
876-04990,1989-07-12,p1,NWA,pond 1,w 3 Ia's,"did not understand first letter of observer, guessed B"
876-04997,1994-07-02,p78 S,NWA,pond 78,alone,"""No pos.I.D. on white (maybe yellow)"
596-68127,1990-07-19,p1 W,NWA,pond 1,dead on west shore,"""natural mortality"""
596-68168,1991-05-23,p65 W middle,NWA,pond 65,dead,"""nasal tags, band blhele CB present. Predation - from 1990"" hard to understant handwritiing "
596-68168,1991-05-16,p20,NWA,pond 20,paired,"""pass yellow square, yellow triangle"""
596-68177,1990-07-08,p20,NWA,pond 20,6 Ia's,"""date fate - 186. init 152."""
596-68177,1990-07-09,p20,NWA,pond 20,6 Ia's,"""10 eggs"""
596-68177,1990-07-12,p20,NWA,pond 20,4 Ib's,"""seen 14 times, last time 221"""
596-68177,1991-05-30,field north of 27,NWA,unknown,paired,"""no nest u"""
596-68177,1992-06-29,100 m NE quanset,NWA,unknown,nest #187,"""hatched 11 July"""
596-68177,1994-07-02,p78 S,NWA,pond 78,alone,"""@1600 (could have been White square"""
596-68177,1994-07-06,p1,NWA,pond 1,alone ,"""@1405"""
596-68177,1994-07-06,p1,NWA,pond 1,alone,"""@1414"""
596-68177,1994-08-19,p1 W side,NWA,pond 1,I-IC,"""@1531"""
596-68177,1994-08-23,p1 W side,NWA,pond 1,I-IC,"""@1322"""
596-68177,1994-08-24,p1 W side,NWA,pond 1,I-IC,"""afternoon"""
596-68177,1995-06-22,p5056,NWA,unknown,alone ,"""@1630"""
596-68177,1995-06-26,p5056,NWA,unknown,PR,"""@1333 >= 5 yr. old"""
596-68177,1995-06-22,p1 SW,NWA,pond 1,PR,"""@1942"""
596-68177,1995-07-02,p5056,NWA,unknown,alone,"""@1701"""
596-68177,1995-07-21,n286,NWA,unknown,trapped,"""@1200"""
596-68177,1995-07-22,p4857,NWA,unknown,alone,"""@1100"""
596-68180,1990-07-08,p1 W,NWA,pond 1,8 IA's,"A was capital, not a typo"
596-68186,1990-07-11,nest,NWA,unknown,11 ducklings,"""female bit MG (has pictures)"" nest did not had a number"
596-68188,1995-05-10,p1,NWA,pond 1,PR,"""@0750 >= 5yrs"""
596-68196,1995-05-25,p1,NWA,pond 1,PR,"""?"""
596-68196,1995-06-07,p79 W,NWA,pond 79,PR,"""@1334 7 yr. old"""
596-68198,1994-08-05,p90 B S,NWA,pond 90,alone ,"""not positive on OR (triangle)"" page has a note that says: ""Resight for 94 not entered, SWL 99"""
596-68174,1990-07-04,p20,NWA,pond 20,at least 5 IAs,did not had ' before the s in the status
596-68175,1992-06-27,p1,NWA,pond 1,II IA,"status was like that, no typo"
596-68175,1993-05-27,n025,NWA,unknown,nest,"""11 eqqs"""
596-68175,1994-06-30,n087,NWA,unknown,21 day since mist nested,hard to understant status
596-68175,1995-05-11,p71,NWA,pond 71,paired,"""0900"" this was written in the location section"
596-68175,1995-05-06,p66,NWA,pond 66,paired ,"""8:53"""
596-68175,1995-06-06,p1 SE side,NWA,pond 1,alone,"""@1558"""
596-68175,1995-06-26,pd79,NWA,pond 79,pr,"""@1701"""
596-68175,1995-06-30,p1,NWA,pond 1,alone,"""@1849"""
596-68175,1995-07-03,p1,NWA,pond 1,recess,"""@1610"""
596-68175,1995-07-13,p1,NWA,pond 1,10 IC's,"""@0958"""
596-68175,1995-07-15,p1,NWA,pond 1,10 IC's,"""@1340"""
596-68175,1995-07-19,p1,NWA,pond 1,10 IC's,"""@1430"""
596-68175,1995-07-24,p1,NWA,pond 1,10 IIa's,"""@0855"""
596-68175,1995-07-25,p1,NWA,pond 1,10 IC's,"""@1410"""
596-68175,1995-08-15,p1,NWA,pond 1,9 IIc's,"""@1030"""
896-62896,1992-07-04,n168,NWA,unknown,10 cracked out,
896-62895,1994-08-09,p5338 S,NWA,unknown,alone ,"""@0953"""
896-75105,1994-05-19,S end of p1 W + on stable NE p5,NWA,pond 5,paired,location hard to understand 
896-75105,1994-07-15,NW p29 n190,NWA,pond 29,on nest,"""nest was eventually destroyed"""
896-75105,1995-05-11,p84,NWA,pond 84,paired,"""@08:15, >=6yr, old"""
896-75105,1995-05-26,send p1 in stuble between p4&5,NWA,pond 4,pr,"""@0759"" location hard to understand"
896-75105,1995-06-01,p20 N end,NWA,pond 20,pr,"""@1600"""
896-75105,1995-06-04,p20,NWA,pond 20,pr,"""@1434"""
896-75105,1995-06-06,p20,NWA,pond 20,pr,"""@1350"""
896-75105,1995-06-08,p20,NWA,pond 20,pr,"""@1300"""
896-75105,1995-06-13,p20,NWA,pond 20,pr,"""@1210"""
896-75105,1995-06-14,p20,NWA,pond 20,pr,"""@1057"""
896-75105,1995-06-15,p20,NWA,pond 20,pr,"""@1430"""
896-75105,1995-06-16,p20,NWA,pond 20,pr,"""@1130"""
896-75105,1995-06-20,p20,NWA,pond 20,pr,"""@1053"""
896-75105,1995-06-21,p20,NWA,pond 20,pr,"""@1820"""
896-75105,1995-06-26,p20,NWA,pond 20,pr,"""@1730"""
